gamepiece_index,x_3d,y_3d,z_3d,rot_z_deg,bb_x_2d,bb_y_2d,bb_width,bb_height
0,-1.5,0.0,0.6,270,0,0.0,491.89808040857315,482.5455379486084
0,-1.5,0.0,0.6,315,0,0.0,460.7398411631584,720.0
0,-1.5,0.0,0.6,315,0,0.0,818.1319904327393,720.0
0,-1.5,0.0,0.8499999999999999,0,0,0.0,29.222584832459688,281.36157989501953
0,-1.5,0.0,0.8499999999999999,0,0,0.0,291.37656047940254,335.0167465209961
0,-1.5,0.0,0.8499999999999999,0,0,0.0,453.35028797388077,368.16794872283936
0,-1.5,0.0,0.8499999999999999,45,0,0.0,351.20687395334244,720.0
0,-1.5,0.0,0.8499999999999999,45,0,0.0,909.3412971496582,720.0
0,-1.5,0.0,0.8499999999999999,90,0,296.80646896362305,39.646490663290024,4.291534423828125e-05
0,-1.5,0.0,0.8499999999999999,90,0,0.0,310.7475581765175,351.6688013076782
0,-1.5,0.0,0.8499999999999999,90,0,0.0,477.787424325943,385.4723811149597
0,-1.5,0.0,0.8499999999999999,135,0,0.0,395.51637411117554,720.0
0,-1.5,0.0,0.8499999999999999,135,0,0.0,870.2548384666443,720.0
0,-1.5,0.0,0.8499999999999999,180,0,0.0,29.222537521272898,281.36157989501953
0,-1.5,0.0,0.8499999999999999,180,0,0.0,291.37656047940254,335.0167465209961
0,-1.5,0.0,0.8499999999999999,180,0,0.0,453.3502122759819,368.1680130958557
0,-1.5,0.0,0.8499999999999999,225,0,0.0,351.20676040649414,720.0
0,-1.5,0.0,0.8499999999999999,225,0,0.0,909.3412971496582,720.0
0,-1.5,0.0,0.8499999999999999,270,0,0.0,310.7475581765175,351.6688013076782
0,-1.5,0.0,0.8499999999999999,270,0,0.0,477.7874621748924,385.4723811149597
0,-1.5,0.0,0.8499999999999999,315,0,0.0,395.51641196012497,720.0
0,-1.5,0.0,0.8499999999999999,315,0,0.0,870.254989862442,720.0
0,-1.5,0.25,0.1,0,0,0.0,277.6050688326359,720.0
0,-1.5,0.25,0.1,0,0,0.0,410.53037106990814,720.0
0,-1.5,0.25,0.1,0,0,0.0,507.918783724308,720.0
0,-1.5,0.25,0.1,45,0,0.0,284.1380624473095,720.0
0,-1.5,0.25,0.1,45,0,0.0,540.3677099943161,720.0
0,-1.5,0.25,0.1,45,0,0.0,744.9204647541046,720.0
0,-1.5,0.25,0.1,90,0,0.0,289.1106952726841,720.0
0,-1.5,0.25,0.1,90,0,0.0,425.7954201102257,720.0
0,-1.5,0.25,0.1,90,0,0.0,526.1561107635498,720.0
0,-1.5,0.25,0.1,135,0,0.0,302.6158060133457,720.0
0,-1.5,0.25,0.1,135,0,0.0,545.8668595552444,720.0
0,-1.5,0.25,0.1,135,0,0.0,738.059812784195,720.0
0,-1.5,0.25,0.1,180,0,0.0,277.6050688326359,720.0
0,-1.5,0.25,0.1,180,0,0.0,410.53037106990814,720.0
0,-1.5,0.25,0.1,180,0,0.0,507.9187458753586,720.0
0,-1.5,0.25,0.1,225,0,0.0,284.13798674941063,720.0
0,-1.5,0.25,0.1,225,0,0.0,540.3676721453667,720.0
0,-1.5,0.25,0.1,225,0,0.0,744.9203890562057,720.0
0,-1.5,0.25,0.1,270,0,0.0,289.11073312163353,720.0
0,-1.5,0.25,0.1,270,0,0.0,425.7954579591751,720.0
0,-1.5,0.25,0.1,270,0,0.0,526.1561107635498,720.0
0,-1.5,0.25,0.1,315,0,0.0,302.61573031544685,720.0
0,-1.5,0.25,0.1,315,0,0.0,545.8668974041939,720.0
0,-1.5,0.25,0.1,315,0,0.0,738.0598884820938,720.0
0,-1.5,0.25,0.35,0,0,0.0,241.83478370308876,720.0
0,-1.5,0.25,0.35,0,0,0.0,391.81955367326736,465.6279444694519
0,-1.5,0.25,0.35,0,0,0.0,498.8429084420204,471.7707395553589
0,-1.5,0.25,0.35,45,0,0.0,214.00816038250923,720.0
0,-1.5,0.25,0.35,45,0,0.0,523.942212164402,720.0
0,-1.5,0.25,0.35,45,0,0.0,761.7804306745529,720.0
0,-1.5,0.25,0.35,90,0,0.0,253.6545753479004,720.0
0,-1.5,0.25,0.35,90,0,0.0,407.91743099689484,720.0
0,-1.5,0.25,0.35,90,0,0.0,518.1811478734016,487.31590032577515
0,-1.5,0.25,0.35,135,0,0.0,240.33367544412613,720.0
0,-1.5,0.25,0.35,135,0,0.0,531.4404675364494,720.0
0,-1.5,0.25,0.35,135,0,0.0,752.7402848005295,720.0
0,-1.5,0.25,0.35,180,0,0.0,241.8348404765129,720.0
0,-1.5,0.25,0.35,180,0,0.0,391.81951582431793,465.62798738479614
0,-1.5,0.25,0.35,180,0,0.0,498.8429084420204,471.7707824707031
0,-1.5,0.25,0.35,225,0,0.0,214.00808468461037,720.0
0,-1.5,0.25,0.35,225,0,0.0,523.942212164402,720.0
0,-1.5,0.25,0.35,225,0,0.0,761.7804306745529,720.0
0,-1.5,0.25,0.35,270,0,0.0,253.65461319684982,720.0
0,-1.5,0.25,0.35,270,0,0.0,407.91746884584427,720.0
0,-1.5,0.25,0.35,270,0,0.0,518.1811478734016,487.31590032577515
0,-1.5,0.25,0.35,315,0,0.0,240.33354297280312,720.0
0,-1.5,0.25,0.35,315,0,0.0,531.4404675364494,720.0
0,-1.5,0.25,0.35,315,0,0.0,752.7404361963272,720.0
0,-1.5,0.25,0.6,0,0,0.0,198.10794919729233,344.6908950805664
0,-1.5,0.25,0.6,0,0,0.0,369.7057372331619,374.5665407180786
0,-1.5,0.25,0.6,0,0,0.0,488.37101250886917,395.2265238761902
0,-1.5,0.25,0.6,45,0,0.0,108.83984886109829,720.0
0,-1.5,0.25,0.6,45,0,0.0,500.61722934246063,720.0
0,-1.5,0.25,0.6,45,0,0.0,784.7495955228806,720.0
0,-1.5,0.25,0.6,90,0,0.0,210.09921550750732,357.4206590652466
0,-1.5,0.25,0.6,90,0,0.0,386.69832587242126,388.40821981430054
0,-1.5,0.25,0.6,90,0,0.0,508.9451336860657,409.8586392402649
0,-1.5,0.25,0.6,135,0,0.0,149.3285070359707,720.0
0,-1.5,0.25,0.6,135,0,0.0,511.4423316717148,720.0
0,-1.5,0.25,0.6,135,0,0.0,772.2979724407196,720.0
0,-1.5,0.25,0.6,180,0,0.0,198.10794919729233,344.69093799591064
0,-1.5,0.25,0.6,180,0,0.0,369.7056993842125,374.56656217575073
0,-1.5,0.25,0.6,180,0,0.0,488.37101250886917,395.2265667915344
0,-1.5,0.25,0.6,225,0,0.0,108.83970692753792,720.0
0,-1.5,0.25,0.6,225,0,0.0,500.6171914935112,720.0
0,-1.5,0.25,0.6,225,0,0.0,784.7495198249817,720.0
0,-1.5,0.25,0.6,270,0,0.0,210.09925335645676,357.4206590652466
0,-1.5,0.25,0.6,270,0,0.0,386.6983637213707,388.40821981430054
0,-1.5,0.25,0.6,270,0,0.0,508.9451336860657,409.8586392402649
0,-1.5,0.25,0.6,315,0,0.0,149.32837456464767,720.0
0,-1.5,0.25,0.6,315,0,0.0,511.4423316717148,720.0
0,-1.5,0.25,0.6,315,0,0.0,772.2980481386185,720.0
0,-1.5,0.25,0.8499999999999999,0,0,0.0,143.4375735372305,204.2499589920044
0,-1.5,0.25,0.8499999999999999,0,0,0.0,343.16768139600754,265.28690814971924
0,-1.5,0.25,0.8499999999999999,0,0,0.0,476.1541286110878,305.9272241592407
0,-1.5,0.25,0.8499999999999999,45,0,0.0,464.8895999789238,720.0
0,-1.5,0.25,0.8499999999999999,45,0,0.0,817.8829443454742,720.0
0,-1.5,0.25,0.8499999999999999,90,0,0.0,155.31157433986664,214.34793949127197
0,-1.5,0.25,0.8499999999999999,90,0,0.0,361.1049419641495,277.2328233718872
0,-1.5,0.25,0.8499999999999999,90,0,0.0,498.1232485175133,319.1019344329834
0,-1.5,0.25,0.8499999999999999,135,0,0.0,3.776199738495052,720.0
0,-1.5,0.25,0.8499999999999999,135,0,0.0,481.872196495533,720.0
0,-1.5,0.25,0.8499999999999999,135,0,0.0,799.6471691131592,720.0
0,-1.5,0.25,0.8499999999999999,180,0,0.0,143.4375924617052,204.25000190734863
0,-1.5,0.25,0.8499999999999999,180,0,0.0,343.16768139600754,265.2869510650635
0,-1.5,0.25,0.8499999999999999,180,0,0.0,476.15409076213837,305.92726707458496
0,-1.5,0.25,0.8499999999999999,225,0,0.0,464.88956212997437,720.0
0,-1.5,0.25,0.8499999999999999,225,0,0.0,817.8829443454742,720.0
0,-1.5,0.25,0.8499999999999999,270,0,0.0,155.31162165105343,214.34793949127197
0,-1.5,0.25,0.8499999999999999,270,0,0.0,361.1049798130989,277.2328233718872
0,-1.5,0.25,0.8499999999999999,270,0,0.0,498.1232863664627,319.1019344329834
0,-1.5,0.25,0.8499999999999999,315,0,0.0,3.775868855882436,720.0
0,-1.5,0.25,0.8499999999999999,315,0,0.0,481.8722343444824,720.0
0,-1.5,0.25,0.8499999999999999,315,0,0.0,799.6473205089569,720.0
0,-1.5,0.5,0.1,0,0,0.0,320.6910827755928,720.0
0,-1.5,0.5,0.1,0,0,0.0,433.84979009628296,720.0
0,-1.5,0.5,0.1,0,0,0.0,519.5171400904655,720.0
0,-1.5,0.5,0.1,45,0,0.0,354.5333045721054,720.0
0,-1.5,0.5,0.1,45,0,0.0,557.6129403710365,720.0
0,-1.5,0.5,0.1,45,0,0.0,726.57197535038,720.0
0,-1.5,0.5,0.1,90,0,0.0,331.612132191658,720.0
0,-1.5,0.5,0.1,90,0,0.0,447.9802033305168,720.0
0,-1.5,0.5,0.1,90,0,0.0,536.3076531887054,720.0
0,-1.5,0.5,0.1,135,0,0.0,366.4663591980934,720.0
0,-1.5,0.5,0.1,135,0,0.0,561.3298207521439,720.0
0,-1.5,0.5,0.1,135,0,0.0,721.760465502739,720.0
0,-1.5,0.5,0.1,180,0,0.0,320.69112062454224,720.0
0,-1.5,0.5,0.1,180,0,0.0,433.84979009628296,720.0
0,-1.5,0.5,0.1,180,0,0.0,519.5171022415161,720.0
0,-1.5,0.5,0.1,225,0,0.0,354.53322887420654,720.0
0,-1.5,0.5,0.1,225,0,0.0,557.6129403710365,720.0
0,-1.5,0.5,0.1,225,0,0.0,726.57197535038,720.0
0,-1.5,0.5,0.1,270,0,0.0,331.612132191658,720.0
0,-1.5,0.5,0.1,270,0,0.0,447.9802033305168,720.0
0,-1.5,0.5,0.1,270,0,0.0,536.3076910376549,720.0
0,-1.5,0.5,0.1,315,0,0.0,366.46628350019455,720.0
0,-1.5,0.5,0.1,315,0,0.0,561.3298586010933,720.0
0,-1.5,0.5,0.1,315,0,0.0,721.7605412006378,720.0
0,-1.5,0.5,0.35,0,0,0.0,293.3554171025753,720.0
0,-1.5,0.5,0.35,0,0,0.0,418.95365476608276,720.0
0,-1.5,0.5,0.35,0,0,0.0,512.0708891749382,720.0
0,-1.5,0.5,0.35,45,0,0.0,311.4491830766201,720.0
0,-1.5,0.5,0.35,45,0,0.0,546.9653496146202,720.0
0,-1.5,0.5,0.35,45,0,0.0,737.9809355735779,720.0
0,-1.5,0.5,0.35,90,0,0.0,304.6733506023884,720.0
0,-1.5,0.5,0.35,90,0,0.0,433.82113844156265,720.0
0,-1.5,0.5,0.35,90,0,0.0,529.7954386472702,720.0
0,-1.5,0.5,0.35,135,0,0.0,327.2269529104233,720.0
0,-1.5,0.5,0.35,135,0,0.0,551.7438173294067,720.0
0,-1.5,0.5,0.35,135,0,0.0,731.9353985786438,720.0
0,-1.5,0.5,0.35,180,0,0.0,293.3554171025753,720.0
0,-1.5,0.5,0.35,180,0,0.0,418.95361691713333,720.0
0,-1.5,0.5,0.35,180,0,0.0,512.0708513259888,720.0
0,-1.5,0.5,0.35,225,0,0.0,311.4490884542465,720.0
0,-1.5,0.5,0.35,225,0,0.0,546.9653496146202,720.0
0,-1.5,0.5,0.35,225,0,0.0,737.9809355735779,720.0
0,-1.5,0.5,0.35,270,0,0.0,304.6733695268631,720.0
0,-1.5,0.5,0.35,270,0,0.0,433.8211762905121,720.0
0,-1.5,0.5,0.35,270,0,0.0,529.7954386472702,720.0
0,-1.5,0.5,0.35,315,0,0.0,327.226839363575,720.0
0,-1.5,0.5,0.35,315,0,0.0,551.7438551783562,720.0
0,-1.5,0.5,0.35,315,0,0.0,731.9353985786438,720.0
0,-1.5,0.5,0.6,0,0,0.0,260.8119820058346,720.0
0,-1.5,0.5,0.6,0,0,0.0,401.6747388243675,720.0
0,-1.5,0.5,0.6,0,0,0.0,503.5981747508049,720.0
0,-1.5,0.5,0.6,45,0,0.0,252.7257999777794,643.1503933668137
0,-1.5,0.5,0.6,45,0,0.0,532.9203236103058,720.0
0,-1.5,0.5,0.6,45,0,0.0,752.6374113559723,720.0
0,-1.5,0.5,0.6,90,0,0.0,272.4844655394554,720.0
0,-1.5,0.5,0.6,90,0,0.0,417.3425763845444,720.0
0,-1.5,0.5,0.6,90,0,0.0,522.3630404472351,720.0
0,-1.5,0.5,0.6,135,0,0.0,274.5573389530182,643.1503933668137
0,-1.5,0.5,0.6,135,0,0.0,539.2899990081787,720.0
0,-1.5,0.5,0.6,135,0,0.0,744.8139578104019,720.0
0,-1.5,0.5,0.6,180,0,0.0,260.81194415688515,720.0
0,-1.5,0.5,0.6,180,0,0.0,401.6747388243675,720.0
0,-1.5,0.5,0.6,180,0,0.0,503.5981747508049,720.0
0,-1.5,0.5,0.6,225,0,0.0,252.72574320435524,643.150452375412
0,-1.5,0.5,0.6,225,0,0.0,532.9203236103058,720.0
0,-1.5,0.5,0.6,225,0,0.0,752.6373356580734,720.0
0,-1.5,0.5,0.6,270,0,0.0,272.48450338840485,720.0
0,-1.5,0.5,0.6,270,0,0.0,417.3426142334938,720.0
0,-1.5,0.5,0.6,270,0,0.0,522.3630404472351,720.0
0,-1.5,0.5,0.6,315,0,0.0,274.5572254061699,643.150264620781
0,-1.5,0.5,0.6,315,0,0.0,539.2899990081787,720.0
0,-1.5,0.5,0.6,315,0,0.0,744.8139578104019,720.0
0,-1.5,0.5,0.8499999999999999,0,0,0.0,221.41589999198914,151.60330295562744
